Course Identifier,CO Identifier,CO Description,PO/PSO Identifier,PO/PSO Description,Score (0-3)
CSE21303,CO2,Design and implement a class based on attributes and behavior of objects.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CSE21303,CO2,Design and implement a class based on attributes and behavior of objects.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",3
CSE21303,CO2,Design and implement a class based on attributes and behavior of objects.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CSE21303,CO2,Design and implement a class based on attributes and behavior of objects.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE21303,CO2,Design and implement a class based on attributes and behavior of objects.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE21303,CO2,Design and implement a class based on attributes and behavior of objects.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE21303,CO2,Design and implement a class based on attributes and behavior of objects.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE21303,CO2,Design and implement a class based on attributes and behavior of objects.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE21303,CO2,Design and implement a class based on attributes and behavior of objects.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE21303,CO2,Design and implement a class based on attributes and behavior of objects.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE21303,CO2,Design and implement a class based on attributes and behavior of objects.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE21303,CO2,Design and implement a class based on attributes and behavior of objects.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE21303,CO2,Design and implement a class based on attributes and behavior of objects.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE21303,CO2,Design and implement a class based on attributes and behavior of objects.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",3
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",3
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE21303,CO3,"Design exception handling, threads, and utilities for problem solving using Java.",PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",3
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",3
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE21303,CO4,"Analyze and design Java programs using advanced features such as AWT, Applet, Swing, and Socket.",PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE21303,CO5,Design and implementation of different design patterns using Java.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE21303,CO5,Design and implementation of different design patterns using Java.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE21303,CO5,Design and implementation of different design patterns using Java.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CSE21303,CO5,Design and implementation of different design patterns using Java.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",3
CSE21303,CO5,Design and implementation of different design patterns using Java.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",3
CSE21303,CO5,Design and implementation of different design patterns using Java.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE21303,CO5,Design and implementation of different design patterns using Java.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE21303,CO5,Design and implementation of different design patterns using Java.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE21303,CO5,Design and implementation of different design patterns using Java.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE21303,CO5,Design and implementation of different design patterns using Java.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE21303,CO5,Design and implementation of different design patterns using Java.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE21303,CO5,Design and implementation of different design patterns using Java.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE21303,CO5,Design and implementation of different design patterns using Java.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE21303,CO5,Design and implementation of different design patterns using Java.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE21303,CO5,Design and implementation of different design patterns using Java.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE21303,CO5,Design and implementation of different design patterns using Java.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",0
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",0
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE23316,CO1,Master the concepts of Big Data and Hadoop.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23316,CO2,Understand HDFS Architecture.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23316,CO2,Understand HDFS Architecture.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE23316,CO2,Understand HDFS Architecture.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CSE23316,CO2,Understand HDFS Architecture.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",0
CSE23316,CO2,Understand HDFS Architecture.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CSE23316,CO2,Understand HDFS Architecture.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE23316,CO2,Understand HDFS Architecture.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE23316,CO2,Understand HDFS Architecture.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23316,CO2,Understand HDFS Architecture.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23316,CO2,Understand HDFS Architecture.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23316,CO2,Understand HDFS Architecture.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE23316,CO2,Understand HDFS Architecture.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE23316,CO2,Understand HDFS Architecture.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23316,CO2,Understand HDFS Architecture.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE23316,CO2,Understand HDFS Architecture.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE23316,CO2,Understand HDFS Architecture.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23316,CO3,Access and Process Data using MapReduce.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23316,CO3,Access and Process Data using MapReduce.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE23316,CO3,Access and Process Data using MapReduce.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CSE23316,CO3,Access and Process Data using MapReduce.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",2
CSE23316,CO3,Access and Process Data using MapReduce.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CSE23316,CO3,Access and Process Data using MapReduce.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE23316,CO3,Access and Process Data using MapReduce.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE23316,CO3,Access and Process Data using MapReduce.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23316,CO3,Access and Process Data using MapReduce.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23316,CO3,Access and Process Data using MapReduce.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23316,CO3,Access and Process Data using MapReduce.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE23316,CO3,Access and Process Data using MapReduce.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE23316,CO3,Access and Process Data using MapReduce.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23316,CO3,Access and Process Data using MapReduce.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE23316,CO3,Access and Process Data using MapReduce.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE23316,CO3,Access and Process Data using MapReduce.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",2
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE23316,CO4,Perform data analytics with Hadoop Eco System.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE23316,CO5,Analyze Big Data in real life problem.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE23316,CO5,Analyze Big Data in real life problem.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE23316,CO5,Analyze Big Data in real life problem.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CSE23316,CO5,Analyze Big Data in real life problem.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",0
CSE23316,CO5,Analyze Big Data in real life problem.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CSE23316,CO5,Analyze Big Data in real life problem.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE23316,CO5,Analyze Big Data in real life problem.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE23316,CO5,Analyze Big Data in real life problem.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE23316,CO5,Analyze Big Data in real life problem.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
CSE23316,CO5,Analyze Big Data in real life problem.,PO10,"Communication: Communicate effectively on complex engineering activities with the engineering community and with the society at large, such as, being able to comprehend and write effective reports and design documentation, make effective presentations, and give and receive clear instructions.",0
CSE23316,CO5,Analyze Big Data in real life problem.,PO11,"Project management and finance: Demonstrate knowledge and understanding of the engineering and management principles and apply these to one’s own work, as a member and leader in a team, to manage projects and in multidisciplinary environments.",0
CSE23316,CO5,Analyze Big Data in real life problem.,PO12,"Life-long learning: Recognize the need for, and have the preparation and ability to engage in independent and life-long learning in the broadest context of technological change.",0
CSE23316,CO5,Analyze Big Data in real life problem.,PSO1,"The ability to understand, analyze and develop computer programs in the area of computer science and to solve computer software and hardware related engineering problems.",3
CSE23316,CO5,Analyze Big Data in real life problem.,PSO2,The ability to develop software systems to allow convenient use of computing systems and possess professional skills and knowledge of software design processes.,3
CSE23316,CO5,Analyze Big Data in real life problem.,PSO3,The ability to gain knowledge in diverse areas of computer science and apply for successful career entrepreneurship and higher studies.,0
CSE23316,CO5,Analyze Big Data in real life problem.,PSO4,Ability to use knowledge of ethical and management principles required to work in a team as well as to lead a team.,0
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PO1,"Engineering knowledge: Apply the knowledge of mathematics, science, engineering fundamentals, and an engineering specialization for the solution of complex engineering problems.",3
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PO2,"Problem analysis: Identify, formulate, research literature, and analyze complex engineering problems reaching substantiated conclusions using first principles of mathematics, natural sciences, and engineering sciences.",3
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PO3,"Design/development of solutions: Design solutions for complex engineering problems and design system components or processes that meet the specified needs with appropriate consideration for public health and safety, and cultural, societal, and environmental considerations.",3
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PO4,"Conduct investigations of complex problems: Use research-based knowledge and including design of experiments, analysis and interpretation of data, and synthesis of the information to provide valid conclusions.",0
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PO5,"Modern tool usage: Create, select, and apply appropriate techniques, resources, and modern engineering and IT tools, including prediction and modeling to complex engineering activities, with an understanding of the limitations.",0
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PO6,"The engineer and society: Apply reasoning informed by the contextual knowledge to assess societal, health, safety, legal, and cultural issues and the consequent responsibilities relevant to the professional engineering practice.",0
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PO7,"Environment and sustainability: Understand the impact of the professional engineering solutions in societal and environmental contexts, and demonstrate the knowledge of, and need for sustainable development.",0
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PO8,Ethics: Apply ethical principles and commit to professional ethics and responsibilities and norms of the engineering practice.,0
CSE21310,CO1,Describe various theoretical models for recognizing formal languages.,PO9,"Individual and team work: Function effectively as an individual, and as a member or leader in diverse teams, and in multidisciplinary settings.",0
